Partida,Tabuleiro,Vencedor,Vitorias Jogador 1,Vitorias Jogador 2,Empates
819,"[1, 1, -1, -1, 1, -1, -1, 1, 1]",1,479,245,95
820,"[1, 0, -1, 0, 1, -1, 1, 0, -1]",-1,479,246,95
821,"[0, 1, -1, 1, -1, -1, 1, 1, -1]",-1,479,247,95
822,"[0, 0, -1, 1, 0, -1, 1, 1, -1]",-1,479,248,95
823,"[0, 1, 0, 0, 1, -1, -1, 1, 0]",1,480,248,95
824,"[0, 1, -1, 0, -1, 1, -1, 1, 0]",-1,480,249,95
825,"[-1, 0, 0, 1, 1, 1, 0, -1, 0]",1,481,249,95
826,"[0, 0, -1, 1, 1, 1, 0, 0, -1]",1,482,249,95
827,"[-1, -1, 1, -1, 1, 1, 1, 1, -1]",1,483,249,95
828,"[-1, 0, 0, 1, 1, 1, -1, 0, 0]",1,484,249,95
829,"[0, 1, 1, -1, -1, 1, -1, 0, 1]",1,485,249,95
830,"[1, -1, 1, 1, 1, -1, -1, 1, -1]",,485,249,96
831,"[1, 1, -1, -1, 1, -1, 1, 0, -1]",-1,485,250,96
832,"[-1, -1, 1, -1, 1, 0, -1, 1, 1]",-1,485,251,96
833,"[1, -1, 1, 1, -1, -1, 1, 1, -1]",1,486,251,96
834,"[1, -1, -1, 1, -1, 1, -1, 1, 0]",-1,486,252,96
835,"[1, -1, 1, 0, 1, 0, -1, -1, 1]",1,487,252,96
836,"[0, -1, 1, 1, -1, -1, 1, -1, 1]",-1,487,253,96
837,"[1, 1, 1, 0, -1, 0, -1, -1, 1]",1,488,253,96
838,"[0, 0, 0, -1, -1, 0, 1, 1, 1]",1,489,253,96
839,"[1, 1, 1, 0, 1, -1, -1, -1, 0]",1,490,253,96
840,"[0, 0, 1, 0, 1, -1, 1, -1, 0]",1,491,253,96
841,"[1, -1, -1, 0, -1, 1, 1, -1, 1]",-1,491,254,96
842,"[1, -1, 1, -1, -1, 0, 1, -1, 1]",-1,491,255,96
843,"[-1, -1, 1, 1, 1, 1, 1, -1, -1]",1,492,255,96
844,"[1, 0, -1, 1, 0, 1, 1, -1, -1]",1,493,255,96
845,"[1, -1, 1, -1, 1, -1, 1, 1, -1]",1,494,255,96
846,"[1, 1, 1, 1, 0, -1, -1, 0, -1]",1,495,255,96
847,"[-1, 1, 1, 1, 1, -1, -1, -1, 1]",,495,255,97
848,"[0, -1, 0, 0, -1, 1, 1, -1, 1]",-1,495,256,97
849,"[1, -1, -1, 0, 1, 0, 0, 0, 1]",1,496,256,97
850,"[1, 1, 1, 0, -1, 1, -1, -1, 0]",1,497,256,97
851,"[1, 1, 1, -1, -1, 1, 1, -1, -1]",1,498,256,97
852,"[1, -1, 1, -1, -1, 1, 1, 1, -1]",,498,256,98
853,"[-1, 0, 0, -1, 0, 1, -1, 1, 1]",-1,498,257,98
854,"[1, 1, -1, 1, 1, -1, -1, -1, 1]",1,499,257,98
855,"[0, 0, 1, 1, -1, 1, -1, -1, 1]",1,500,257,98
856,"[-1, -1, 1, 0, 1, -1, 1, 0, 1]",1,501,257,98
857,"[-1, 1, 1, 1, 1, -1, -1, 1, -1]",1,502,257,98
858,"[1, -1, -1, -1, 1, 0, 0, 1, 1]",1,503,257,98
859,"[-1, -1, 1, 1, -1, 0, 1, -1, 1]",-1,503,258,98
860,"[-1, 0, 0, -1, 1, -1, 1, 1, 1]",1,504,258,98
861,"[0, 1, 1, -1, -1, -1, 1, 1, -1]",-1,504,259,98
862,"[1, -1, 1, 1, -1, 1, -1, 1, -1]",,504,259,99
863,"[0, -1, 1, 0, 0, 1, -1, 0, 1]",1,505,259,99
864,"[1, -1, -1, -1, 1, 1, 1, 1, -1]",,505,259,100
865,"[1, -1, 1, 1, -1, -1, -1, 1, 1]",,505,259,101
866,"[1, 1, -1, -1, -1, 1, 1, 1, -1]",,505,259,102
867,"[-1, -1, -1, 1, 1, 0, 1, 1, -1]",-1,505,260,102
868,"[1, 1, -1, 1, -1, -1, -1, 1, 0]",-1,505,261,102
869,"[-1, 1, 1, -1, -1, -1, 0, 1, 1]",-1,505,262,102
870,"[1, 1, 0, -1, -1, -1, 0, 1, 0]",-1,505,263,102
871,"[1, 0, 1, 0, 1, -1, -1, -1, 1]",1,506,263,102
872,"[0, -1, -1, 1, 1, 1, 0, -1, 1]",1,507,263,102
873,"[-1, 1, 0, -1, 1, 0, -1, 0, 1]",-1,507,264,102
874,"[1, 1, -1, -1, 1, 1, 1, -1, -1]",,507,264,103
875,"[1, -1, 0, 1, -1, 1, 1, 0, -1]",1,508,264,103
876,"[1, 1, -1, 1, -1, 0, -1, 1, -1]",-1,508,265,103
877,"[1, -1, 1, 1, 1, -1, -1, 1, -1]",,508,265,104
878,"[0, 1, -1, 1, 0, -1, 1, 0, -1]",-1,508,266,104
879,"[-1, 1, -1, -1, 1, 1, 1, 1, -1]",1,509,266,104
880,"[-1, 1, 1, 0, -1, 0, 1, 0, -1]",-1,509,267,104
881,"[-1, -1, -1, -1, 1, 1, 1, 1, 0]",-1,509,268,104
882,"[-1, -1, -1, 1, 1, 0, 0, 1, 0]",-1,509,269,104
883,"[1, 1, 1, 0, 0, 0, -1, -1, 0]",1,510,269,104
884,"[1, 1, 1, 0, -1, -1, 1, 0, -1]",1,511,269,104
885,"[-1, -1, -1, 1, 1, 0, 0, 0, 1]",-1,511,270,104
886,"[1, 1, 1, 0, -1, 1, -1, 0, -1]",1,512,270,104
887,"[1, 1, 1, 1, -1, -1, -1, 1, -1]",1,513,270,104
888,"[0, 1, 1, -1, -1, -1, 1, -1, 1]",-1,513,271,104
889,"[1, -1, 1, 1, -1, -1, -1, 1, 1]",,513,271,105
890,"[1, 0, 0, 1, 0, -1, 1, -1, 0]",1,514,271,105
891,"[0, 1, -1, 1, -1, 0, -1, 0, 1]",-1,514,272,105
892,"[1, 0, -1, 1, 1, -1, -1, 1, -1]",-1,514,273,105
893,"[-1, 1, 1, -1, 1, -1, 1, -1, 1]",1,515,273,105
894,"[1, 1, -1, -1, 1, 1, 1, -1, -1]",,515,273,106
895,"[0, -1, -1, 1, -1, 1, -1, 1, 1]",-1,515,274,106
896,"[1, -1, -1, -1, 1, 0, 1, 0, 1]",1,516,274,106
897,"[1, 1, -1, -1, 1, 1, -1, -1, 1]",1,517,274,106
898,"[-1, 0, 1, -1, 0, 1, 0, 0, 1]",1,518,274,106
899,"[1, 0, 1, -1, 0, 1, -1, -1, 1]",1,519,274,106
900,"[1, -1, 1, -1, 1, 1, -1, 1, -1]",,519,274,107
901,"[0, 1, 1, 0, 0, 1, -1, -1, -1]",-1,519,275,107
902,"[-1, -1, 1, 1, 1, -1, 1, 1, -1]",1,520,275,107
903,"[-1, 1, 1, 1, 1, -1, -1, -1, 1]",,520,275,108
904,"[-1, 0, 1, -1, 1, 1, -1, 1, -1]",-1,520,276,108
905,"[1, 1, 1, -1, 1, 0, -1, 0, -1]",1,521,276,108
906,"[1, -1, -1, 1, 0, -1, 1, 0, 1]",1,522,276,108
907,"[-1, 1, -1, 1, 1, -1, 1, -1, 1]",,522,276,109
908,"[-1, -1, -1, 1, 1, 0, 1, -1, 1]",-1,522,277,109
909,"[1, 0, -1, -1, 1, -1, 1, 1, -1]",-1,522,278,109
910,"[-1, -1, -1, 1, 0, 1, 1, 1, -1]",-1,522,279,109
911,"[1, -1, -1, -1, 1, 1, 1, 1, -1]",,522,279,110
912,"[1, 1, 1, 0, -1, -1, -1, 1, 0]",1,523,279,110
913,"[0, 1, -1, 1, 1, 1, -1, -1, 0]",1,524,279,110
914,"[1, -1, 1, 1, -1, -1, -1, 1, 1]",,524,279,111
915,"[1, 0, 0, 1, 1, -1, -1, -1, 1]",1,525,279,111
916,"[-1, 0, 1, 0, 1, 1, -1, -1, 1]",1,526,279,111
917,"[-1, -1, -1, 1, 1, -1, 1, 0, 1]",-1,526,280,111
918,"[-1, 1, 1, 1, -1, 1, -1, -1, 1]",1,527,280,111
919,"[1, 0, -1, 1, 1, -1, 0, 0, -1]",-1,527,281,111
920,"[1, 1, -1, 1, -1, 0, -1, 1, -1]",-1,527,282,111
921,"[1, -1, -1, -1, 1, -1, 1, 1, 1]",1,528,282,111
922,"[-1, -1, 1, 1, 1, -1, -1, 1, 1]",,528,282,112
923,"[-1, 0, -1, 1, 1, 1, 0, -1, 1]",1,529,282,112
924,"[1, -1, 1, 1, 1, -1, -1, 1, -1]",,529,282,113
925,"[0, 1, -1, 1, -1, 1, -1, 1, -1]",-1,529,283,113
926,"[1, -1, -1, -1, -1, 1, 1, 1, 1]",1,530,283,113
927,"[1, -1, 0, 1, 0, -1, 1, 0, 0]",1,531,283,113
928,"[-1, 1, 1, -1, -1, 1, -1, 1, 0]",-1,531,284,113
929,"[1, -1, -1, 1, 1, -1, 0, 1, -1]",-1,531,285,113
930,"[1, 0, -1, 1, 1, 0, -1, -1, 1]",1,532,285,113
931,"[-1, 1, -1, 1, 1, -1, -1, 1, 1]",1,533,285,113
932,"[0, 0, -1, 0, 0, -1, 1, 1, 1]",1,534,285,113
933,"[-1, 1, 0, -1, 1, -1, 0, 1, 1]",1,535,285,113
934,"[-1, 0, 0, -1, 1, -1, 1, 1, 1]",1,536,285,113
935,"[-1, 1, 1, 1, 1, -1, 1, -1, -1]",1,537,285,113
936,"[-1, 1, 1, 1, 1, -1, -1, -1, 1]",,537,285,114
937,"[0, -1, 1, 0, 1, 1, 1, -1, -1]",1,538,285,114
938,"[0, -1, 1, 1, -1, 0, 0, -1, 1]",-1,538,286,114
939,"[1, 1, 0, 1, -1, -1, 1, 0, -1]",1,539,286,114
940,"[1, 1, 1, -1, -1, 0, -1, 0, 1]",1,540,286,114
941,"[1, 0, 0, 1, -1, -1, 1, -1, 1]",1,541,286,114
942,"[-1, -1, 1, 1, 1, 1, 0, 0, -1]",1,542,286,114
943,"[1, 1, 1, 0, 0, 0, 0, -1, -1]",1,543,286,114
944,"[-1, 0, -1, 1, -1, 1, -1, 1, 1]",-1,543,287,114
945,"[-1, 1, 0, -1, 1, -1, 0, 1, 1]",1,544,287,114
946,"[-1, -1, 0, 1, -1, 1, 1, 1, -1]",-1,544,288,114
947,"[1, -1, 1, -1, -1, 1, -1, 1, 1]",1,545,288,114
948,"[1, 1, 0, 0, 1, -1, -1, -1, 1]",1,546,288,114
949,"[0, -1, 1, 0, 1, 1, -1, -1, 1]",1,547,288,114
950,"[-1, 1, 1, 1, 1, -1, -1, 1, -1]",1,548,288,114
951,"[1, 0, 1, 0, -1, 1, -1, -1, 1]",1,549,288,114
952,"[1, -1, 1, -1, -1, 1, -1, 1, 1]",1,550,288,114
953,"[-1, 1, 1, -1, -1, -1, 1, 0, 1]",-1,550,289,114
954,"[1, 1, -1, 0, 0, -1, 0, 1, -1]",-1,550,290,114
955,"[1, -1, 1, -1, 1, 1, -1, 1, -1]",,550,290,115
956,"[-1, 1, -1, 1, -1, 1, 1, -1, 1]",,550,290,116
957,"[1, -1, 0, -1, 1, 0, -1, 1, 1]",1,551,290,116
958,"[-1, 0, 1, 1, 1, -1, 1, -1, 0]",1,552,290,116
959,"[1, 1, 0, -1, 1, 0, -1, 1, -1]",1,553,290,116
960,"[-1, 1, -1, 1, -1, 1, 1, -1, 1]",,553,290,117
961,"[1, -1, 1, -1, 1, -1, 1, 0, 0]",1,554,290,117
962,"[0, 0, 1, 0, 1, 1, -1, -1, -1]",-1,554,291,117
963,"[1, 1, -1, -1, 1, -1, 0, 1, 0]",1,555,291,117
964,"[0, 1, 1, -1, -1, -1, 1, -1, 1]",-1,555,292,117
965,"[0, 1, 0, 0, 1, -1, -1, 1, 0]",1,556,292,117
966,"[-1, 1, -1, 1, 1, -1, -1, 1, 1]",1,557,292,117
967,"[1, 1, 1, -1, 0, 0, 0, -1, 0]",1,558,292,117
968,"[1, -1, -1, 1, -1, 1, 0, -1, 1]",-1,558,293,117
969,"[1, -1, 0, 0, 1, 0, -1, 0, 1]",1,559,293,117
970,"[1, -1, 0, -1, 1, 0, 1, -1, 1]",1,560,293,117
971,"[1, 1, -1, 1, 0, 0, 1, -1, -1]",1,561,293,117
972,"[-1, 1, -1, 1, 1, 1, -1, 0, 0]",1,562,293,117
973,"[-1, 1, 1, -1, 1, -1, 0, 1, 0]",1,563,293,117
974,"[0, 0, 1, 0, 1, 1, -1, -1, -1]",-1,563,294,117
975,"[1, 0, 1, -1, 1, -1, -1, 0, 1]",1,564,294,117
976,"[-1, 1, 1, -1, -1, -1, 1, 1, 0]",-1,564,295,117
977,"[-1, 1, 1, 1, -1, 0, 1, -1, -1]",-1,564,296,117
978,"[1, -1, -1, 1, -1, 0, 1, 1, 0]",1,565,296,117
979,"[1, 1, -1, 1, -1, -1, 1, -1, 1]",1,566,296,117
980,"[0, -1, 0, 1, 1, 1, -1, 0, 0]",1,567,296,117
981,"[-1, 1, 1, 1, 1, -1, 1, -1, -1]",1,568,296,117
982,"[-1, -1, 1, 0, 1, 1, 0, -1, 1]",1,569,296,117
983,"[-1, -1, 1, 1, 1, 1, 0, -1, 0]",1,570,296,117
984,"[-1, -1, 1, 0, 1, 1, -1, 0, 1]",1,571,296,117
985,"[-1, -1, 1, -1, 1, 0, -1, 1, 1]",-1,571,297,117
986,"[0, 0, 1, -1, 1, -1, 1, 1, -1]",1,572,297,117
987,"[0, 1, -1, 1, -1, -1, -1, 1, 1]",-1,572,298,117
988,"[0, 0, -1, 1, 1, 1, 1, -1, -1]",1,573,298,117
989,"[0, 1, 1, -1, 1, 0, -1, 1, -1]",1,574,298,117
990,"[0, 1, 0, 1, 1, -1, -1, 1, -1]",1,575,298,117
991,"[1, -1, 1, -1, -1, -1, 1, 0, 1]",-1,575,299,117
992,"[1, 0, 1, -1, -1, -1, 0, 1, 0]",-1,575,300,117
993,"[1, -1, 1, 1, -1, 0, -1, -1, 1]",-1,575,301,117
994,"[-1, 0, -1, 1, 1, -1, 1, 1, -1]",-1,575,302,117
995,"[1, -1, 1, 1, 1, 0, -1, -1, -1]",-1,575,303,117
996,"[-1, 0, 1, 0, -1, 1, 0, 1, -1]",-1,575,304,117
997,"[-1, -1, -1, 1, 1, -1, 1, 0, 1]",-1,575,305,117
998,"[0, 1, 1, -1, -1, -1, 1, 0, 0]",-1,575,306,117
999,"[1, 1, -1, -1, 1, 1, -1, -1, 1]",1,576,306,117
1000,"[1, -1, 1, -1, -1, 1, -1, 1, 1]",1,577,306,117
